Date,Party,Total,Narration,Is_Fraud,is_round,is_q_end,v_count,kw_flag
2024-09-20,"Brar, Solanki and Purohit",50172.8,Payment for Monthly Office Rent - Inv #199,0,0,1,1,0
2025-07-03,"Dugar, Barad and Sandal",39960.13,Payment for Stationery Purchase - Inv #849,0,0,0,1,0
2024-03-29,Raval-Bahl,78815.61,Payment for Monthly Office Rent - Inv #225,0,0,1,1,0
2025-11-08,Grewal-Brar,5000.0,Payment for Professional Charges - Inv #460,0,1,0,1,0
2025-03-23,"Wali, Goswami and Prabhu",51283.75,Petty cash reimbursement,0,0,1,1,1
2025-10-20,Goyal-Badal,52479.83,Payment for Electricity Bill Payment - Inv #146,0,0,0,1,0
2024-05-24,Dar Group,62798.51,Payment for Electricity Bill Payment - Inv #915,0,0,0,1,0
2024-11-01,Sangha LLC,1683.11,Petty cash reimbursement,0,0,0,1,1
2025-10-06,"Verma, Sehgal and Sama",79619.85,Payment for Internet Charges - Inv #484,0,0,0,1,0
2024-06-08,Chaudhari-Datta,46739.57,Payment for Internet Charges - Inv #243,0,0,1,1,0
2024-06-23,"Prabhakar, Sachdev and Rajagopal",5000.0,Payment for Stationery Purchase - Inv #317,0,1,1,1,0
2025-06-28,"Apte, Vohra and Sangha",31708.2,Payment for Monthly Office Rent - Inv #798,0,0,1,1,0
2025-07-01,"Ahuja, Panchal and Kari",35847.83,Payment for Electricity Bill Payment - Inv #689,0,0,0,1,0
2025-01-30,Goel Group,50000.0,Payment for Staff Salary - Inv #266,0,1,0,1,0
2024-08-30,Zacharia-Gaba,75733.03,Payment for Electricity Bill Payment - Inv #143,0,0,0,1,0
2025-11-02,Sani-Wali,73463.5,Payment for Stationery Purchase - Inv #302,0,0,0,1,0
2024-12-11,"Dutt, Nair and Manne",71538.64,Payment for personal expense,1,0,1,1,1
2024-10-21,"Dey, Mukherjee and Chawla",1347.27,Payment for Internet Charges - Inv #834,0,0,0,1,0
2024-07-06,"Bhatti, Deol and Raj",31056.68,Payment for Professional Charges - Inv #585,0,0,0,1,0
2025-06-23,Sathe-Wadhwa,47472.29,Payment for Stationery Purchase - Inv #499,0,0,1,1,0
2025-02-09,"Thaker, Bath and Prabhakar",10000.0,Payment for Staff Salary - Inv #458,0,1,0,1,0
2026-02-09,Ganguly Group,58320.42,Payment for Internet Charges - Inv #613,0,0,0,1,0
2025-03-31,Mishra Inc,24251.54,Petty cash reimbursement,0,0,1,1,1
2025-01-28,"Varughese, Atwal and Nair",5000.0,Payment for Professional Charges - Inv #922,0,1,0,1,0
2025-12-20,Kari LLC,5776.44,Payment for Professional Charges - Inv #107,0,0,1,1,0
2025-07-24,Bansal Inc,5000.0,Payment for Professional Charges - Inv #449,0,1,0,1,0
2025-09-05,Shroff-Vora,5000.0,Payment for Electricity Bill Payment - Inv #348,0,1,1,1,0
2025-08-02,Jaggi-Dube,28775.39,Payment for Monthly Office Rent - Inv #505,0,0,0,1,0
2026-02-01,"Salvi, Mohan and Upadhyay",5000.0,Payment for Electricity Bill Payment - Inv #944,0,1,0,1,0
2024-04-01,Dyal-Tak,25000.0,Payment for Electricity Bill Payment - Inv #779,0,1,0,1,0
2025-07-14,"Bhatia, Bhatia and Aggarwal",5000.0,Payment for personal expense,1,1,0,1,1
2024-07-13,"Gupta, Jani and Chawla",39298.32,Payment for Stationery Purchase - Inv #455,0,0,0,1,0
2025-11-23,Mammen LLC,10000.0,Payment for Professional Charges - Inv #745,0,1,0,1,0
2026-02-05,"Gokhale, Ranganathan and Mammen",62715.23,Payment for Staff Salary - Inv #614,0,0,0,1,0
2025-08-02,"Gopal, Venkatesh and Varkey",10000.0,Payment for Staff Salary - Inv #566,0,1,0,1,0
2025-09-23,"Dhar, Mitter and Keer",31665.06,Payment for Electricity Bill Payment - Inv #725,0,0,1,1,0
2025-08-19,Saha-Merchant,34448.78,Payment for Monthly Office Rent - Inv #373,0,0,0,1,0
2024-10-19,Balasubramanian-Sharma,25000.0,Payment for Staff Salary - Inv #692,1,1,0,1,0
2024-09-20,Lad-Padmanabhan,7130.56,Payment for Staff Salary - Inv #591,0,0,1,1,0
2025-02-25,Sinha-Vyas,66945.83,Payment for Electricity Bill Payment - Inv #398,0,0,0,1,0
2025-12-27,"Kalita, Menon and Dubey",10000.0,Payment for adjustment expense,1,1,1,1,1
2024-03-04,"Iyer, Aggarwal and Ram",4963.58,Payment for Staff Salary - Inv #943,0,0,1,1,0
2024-07-25,Shanker-Choudhury,35793.09,Payment for Staff Salary - Inv #955,0,0,0,1,0
2024-06-27,Halder-Gupta,100000.0,Stationery Purchase,1,1,1,1,0
2026-02-18,Bassi-Loyal,44485.49,Payment for Electricity Bill Payment - Inv #996,0,0,0,1,0
2025-06-08,"De, Nadkarni and Sankaran",25000.0,Payment for Monthly Office Rent - Inv #817,0,1,1,1,0
2024-09-25,Sundaram Group,50000.0,Payment for Staff Salary - Inv #391,0,1,1,1,0
2024-05-23,Jaggi Ltd,78714.1,Payment for Staff Salary - Inv #311,1,0,0,1,0
2024-12-23,Bhagat-Hans,11913.38,Payment for Stationery Purchase - Inv #673,0,0,1,1,0
2024-11-24,Boase-Morar,25000.0,Payment for Monthly Office Rent - Inv #176,0,1,0,1,0
2025-05-10,"Sahota, Mitra and Hans",72860.43,Payment for Monthly Office Rent - Inv #702,0,0,0,1,0
2024-10-18,Savant-Hari,77649.99,Payment for Professional Charges - Inv #754,0,0,0,1,0
2024-09-02,Dada Group,5000.0,Payment for Internet Charges - Inv #466,0,1,1,1,0
2024-05-29,"Pandit, Sachar and Thaker",77098.99,Payment for Monthly Office Rent - Inv #662,0,0,0,1,0
2024-09-04,Saha and Sons,15000.0,Payment for Monthly Office Rent - Inv #598,0,1,1,1,0
2025-04-02,Sethi Inc,75066.39,Payment for Electricity Bill Payment - Inv #539,0,0,0,1,0
2026-02-15,"Subramanian, Varughese and Devan",63252.4,Payment for Monthly Office Rent - Inv #577,0,0,0,1,0
2025-09-24,Khatri Inc,5000.0,Petty cash reimbursement,0,1,1,1,1
2024-09-04,Narasimhan-Pillai,51732.09,Payment for Stationery Purchase - Inv #727,0,0,1,1,0
2025-05-25,Agrawal-Pandey,5000.0,Payment for Stationery Purchase - Inv #998,0,1,0,1,0
2024-07-29,Puri PLC,8733.9,Payment for Internet Charges - Inv #479,0,0,0,1,0
2024-04-21,"Ram, Pau and Chana",10000.0,Payment for Internet Charges - Inv #885,0,1,0,1,0
2025-10-11,"Sidhu, Barman and Chadha",36698.06,Payment for Internet Charges - Inv #405,0,0,0,1,0
2024-09-25,"Modi, Parmer and Nazareth",58227.8,Payment for Staff Salary - Inv #644,0,0,1,1,0
2025-06-13,Chander and Sons,13117.66,Payment for Electricity Bill Payment - Inv #849,0,0,1,1,0
2026-01-08,Vora Ltd,5000.0,Payment for Professional Charges - Inv #682,0,1,0,1,0
2025-05-06,Raman PLC,72822.98,Payment for Electricity Bill Payment - Inv #193,0,0,0,1,0
2024-08-22,"Sidhu, Kanda and Misra",19704.22,Payment for Staff Salary - Inv #478,0,0,0,1,0
2024-07-16,"Rout, Sura and Thakur",51755.87,Payment for Monthly Office Rent - Inv #133,0,0,0,1,0
2024-12-16,"Varughese, Murty and Kala",47880.14,Payment for Monthly Office Rent - Inv #168,0,0,1,1,0
2024-09-03,"Bhattacharyya, Bahri and Mangal",5776.39,Payment for Staff Salary - Inv #100,0,0,1,1,0
2025-01-29,Patil-Ramaswamy,50000.0,Payment for Professional Charges - Inv #713,0,1,0,1,0
2024-03-13,"Keer, Manda and Ratti",19386.15,Payment for Staff Salary - Inv #498,0,0,1,1,0
2025-02-04,Mohanty-Agrawal,55226.97,Payment for Electricity Bill Payment - Inv #151,0,0,0,1,0
2025-08-07,Thakur Group,19053.48,Payment for Internet Charges - Inv #950,0,0,0,1,0
2025-05-12,"Mitter, Sehgal and Pau",10000.0,Payment for Monthly Office Rent - Inv #468,0,1,0,1,0
2025-06-02,"Dhar, Gill and Parekh",50000.0,Payment for Electricity Bill Payment - Inv #462,0,1,1,1,0
2026-02-04,Saini Group,66030.8,Payment for Internet Charges - Inv #910,0,0,0,1,0
2025-11-09,Shan-Sood,10000.0,Payment for Professional Charges - Inv #457,0,1,0,1,0
2024-04-21,Khanna LLC,50000.0,Payment for Professional Charges - Inv #283,0,1,0,1,0
2024-09-25,"Nagar, Maharaj and Kuruvilla",5437.42,Payment for Stationery Purchase - Inv #404,0,0,1,1,0
2025-11-21,Kalita and Sons,9056.87,Payment for Electricity Bill Payment - Inv #745,0,0,0,1,0
2024-03-26,"Murthy, Mand and Mital",50000.0,Payment for Professional Charges - Inv #110,0,1,1,1,0
2025-09-17,Jaggi-Sarkar,39357.17,Payment for Professional Charges - Inv #223,0,0,1,1,0
2025-03-30,Sharma and Sons,25000.0,Payment for Electricity Bill Payment - Inv #736,0,1,1,1,0
2025-12-07,Dugar and Sons,10000.0,Professional Charges,1,1,1,1,0
2025-05-18,Sankaran-Aggarwal,6967.11,Payment for Electricity Bill Payment - Inv #601,0,0,0,1,0
2025-01-19,"Borde, Ravel and Madan",45960.11,Payment for Internet Charges - Inv #185,0,0,0,1,0
2024-10-22,Rajan LLC,5000.0,Payment for Professional Charges - Inv #246,0,1,0,1,0
2026-01-08,Balasubramanian-Mall,7497.26,Payment for Staff Salary - Inv #132,0,0,0,1,0
2025-12-28,Viswanathan-Chaudhuri,16887.51,Payment for Staff Salary - Inv #542,0,0,1,1,0
2025-12-29,Sani-Borra,54117.57,Payment for Monthly Office Rent - Inv #328,0,0,1,1,0
2025-06-16,Deshmukh-Yadav,53744.86,Payment for split expense,1,0,1,1,1
2025-07-09,Muni LLC,16261.82,Payment for Professional Charges - Inv #102,0,0,0,1,0
2024-04-29,Pandey-Anne,25625.99,Payment for Stationery Purchase - Inv #912,0,0,0,1,0
2025-12-31,"Kaur, Pall and Dar",10000.0,Payment for Electricity Bill Payment - Inv #430,0,1,1,1,0
2025-07-24,Date and Sons,7146.77,Payment for Staff Salary - Inv #135,0,0,0,1,0
2024-09-02,Sem-Bhatt,71168.39,Payment for Monthly Office Rent - Inv #437,0,0,1,1,0
2025-11-08,Choudhury Ltd,22063.58,Payment for Stationery Purchase - Inv #924,0,0,0,1,0
2024-08-28,Som-Guha,77779.5,Payment for Electricity Bill Payment - Inv #702,0,0,0,1,0
2024-04-18,"Saran, Shere and Sura",70007.53,Payment for Monthly Office Rent - Inv #956,0,0,0,1,0
2025-10-06,Magar Ltd,41137.31,Payment for Monthly Office Rent - Inv #827,0,0,0,1,0
2026-02-09,"Kakar, Varty and Lanka",8989.6,Payment for Internet Charges - Inv #942,0,0,0,1,0
2026-01-20,Manne-Sodhi,5000.0,Petty cash reimbursement,0,1,0,1,1
2025-07-22,Pandya and Sons,60610.92,Payment for Staff Salary - Inv #919,0,0,0,1,0
2025-10-30,Buch LLC,5000.0,Payment for Staff Salary - Inv #531,0,1,0,1,0
2024-10-25,Gupta and Sons,25000.0,Payment for Professional Charges - Inv #707,0,1,0,1,0
2025-03-06,Sabharwal-Iyer,10000.0,Internet Charges,1,1,1,1,0
2025-02-22,"Gole, Contractor and Walia",25000.0,Payment for Stationery Purchase - Inv #705,0,1,0,1,0
2024-09-10,"Bhandari, Bhat and Pandey",59001.38,Payment for Professional Charges - Inv #196,0,0,1,1,0
2025-08-29,Hari-Pingle,76474.59,Payment for Stationery Purchase - Inv #170,0,0,0,1,0
2025-02-26,Singh-Dara,6601.0,Payment for Stationery Purchase - Inv #735,0,0,0,1,0
2024-12-11,Bedi-Desai,62574.7,Payment for Monthly Office Rent - Inv #672,0,0,1,1,0
2026-02-26,Shankar-Iyer,47603.22,Payment for Stationery Purchase - Inv #579,0,0,0,1,0
2025-04-01,Korpal-Vig,50000.0,Payment for Stationery Purchase - Inv #511,0,1,0,1,0
2024-04-13,Sharaf Inc,64034.68,Payment for Stationery Purchase - Inv #440,0,0,0,1,0
2025-01-17,Bassi-Sandal,65287.03,Payment for Staff Salary - Inv #703,0,0,0,1,0
2025-10-08,Kannan-Badami,59771.44,Payment for Internet Charges - Inv #724,0,0,0,1,0
2025-10-11,Puri-Bahl,5000.0,Payment for Stationery Purchase - Inv #252,0,1,0,1,0
2025-05-07,"Rajan, Kanda and Khare",25000.0,Payment for Stationery Purchase - Inv #913,0,1,0,1,0
2025-02-09,Raghavan Inc,25000.0,Payment for Staff Salary - Inv #319,0,1,0,1,0
2025-08-08,Gokhale and Sons,30836.82,Payment for Internet Charges - Inv #909,0,0,0,1,0
2024-09-23,Nagar Inc,25000.0,Petty cash reimbursement,0,1,1,1,1
2026-02-28,Varty-Bhatia,7000.0,Payment for Professional Charges - Inv #135,0,1,0,1,0
2025-10-02,Keer-Dora,37738.0,Payment for Stationery Purchase - Inv #262,0,0,0,1,0
2024-09-11,"Doctor, Rana and Memon",53158.18,Payment for Monthly Office Rent - Inv #412,0,0,1,1,0
2025-07-08,Jha-Dewan,74338.09,Payment for Stationery Purchase - Inv #929,0,0,0,1,0
2025-09-11,Hans Ltd,22565.5,Payment for Stationery Purchase - Inv #609,0,0,1,1,0
2025-04-02,Dube Ltd,5276.4,Payment for Electricity Bill Payment - Inv #229,0,0,0,1,0
2026-02-03,Bawa LLC,25000.0,Payment for Stationery Purchase - Inv #737,0,1,0,1,0
2024-08-09,"Bahri, Bala and Zachariah",10000.0,Petty cash reimbursement,0,1,0,1,1
2025-04-13,"Khalsa, Mann and Hayre",10000.0,Payment for Internet Charges - Inv #563,0,1,0,1,0
2024-05-02,Bains-Borde,5151.87,Payment for Monthly Office Rent - Inv #847,0,0,0,1,0
2025-05-16,Om PLC,28199.07,Payment for Electricity Bill Payment - Inv #408,0,0,0,1,0
2025-08-30,"Bal, Mishra and Pradhan",10000.0,Payment for Internet Charges - Inv #595,0,1,0,1,0
2024-08-15,Gera Group,76506.32,Payment for Electricity Bill Payment - Inv #942,0,0,0,1,0
2024-08-17,Bansal-Dash,10000.0,Payment for Electricity Bill Payment - Inv #251,0,1,0,1,0
2024-07-19,Ravel Group,64140.43,Petty cash reimbursement,0,0,0,1,1
2025-12-06,Singh PLC,64535.34,Payment for Stationery Purchase - Inv #715,0,0,1,1,0
2025-10-20,Keer and Sons,10000.0,Payment for Internet Charges - Inv #636,0,1,0,1,0
2025-11-16,"Chowdhury, Ratti and Lad",56630.03,Payment for Professional Charges - Inv #982,0,0,0,1,0
2025-10-15,Loke-Virk,45206.84,Payment for Professional Charges - Inv #593,0,0,0,1,0
2024-11-02,"Kade, Banerjee and Bir",25099.49,Payment for Electricity Bill Payment - Inv #944,0,0,0,1,0
2024-12-26,Gaba Inc,78184.58,Payment for Stationery Purchase - Inv #292,0,0,1,1,0
2024-09-21,"Dara, Shanker and Dayal",6842.58,Payment for Staff Salary - Inv #550,0,0,1,1,0
2025-11-30,Sane Ltd,52166.72,Payment for Monthly Office Rent - Inv #320,0,0,0,1,0
2025-11-04,Jain PLC,48231.84,Payment for Professional Charges - Inv #790,0,0,0,1,0
2024-10-08,Dani-Kunda,10000.0,Payment for Stationery Purchase - Inv #216,0,1,0,1,0
2025-08-03,Bhagat PLC,20462.32,Payment for Monthly Office Rent - Inv #948,0,0,0,1,0
2025-01-05,Agarwal-Wason,50000.0,Payment for Electricity Bill Payment - Inv #596,0,1,0,1,0
2024-07-18,Verma-Boase,36320.67,Payment for Staff Salary - Inv #470,0,0,0,1,0
2024-03-29,Parmar-Krishnamurthy,50000.0,Payment for Electricity Bill Payment - Inv #610,0,1,1,1,0
2025-06-07,Shankar PLC,24713.45,Payment for Stationery Purchase - Inv #683,0,0,1,1,0
2025-02-15,Pingle-Thaker,60604.65,Payment for Stationery Purchase - Inv #722,0,0,0,1,0
2025-12-22,"Mutti, Aurora and Goel",25000.0,Payment for Internet Charges - Inv #257,0,1,1,1,0
2025-10-31,Guha Group,5146.75,Payment for Internet Charges - Inv #344,0,0,0,1,0
2024-09-22,Nanda-Dash,18416.41,Payment for Internet Charges - Inv #489,0,0,1,1,0
2026-01-11,"Soni, Ravi and Ramanathan",21284.61,Payment for Monthly Office Rent - Inv #451,0,0,0,1,0
2025-02-19,Sehgal Ltd,25000.0,Payment for Stationery Purchase - Inv #809,0,1,0,1,0
2024-08-13,"Johal, Kara and Ramesh",46449.08,Payment for Staff Salary - Inv #244,0,0,0,1,0
2025-11-11,"Mand, Raju and Patla",5000.0,Payment for Internet Charges - Inv #462,0,1,0,1,0
2024-10-04,"Andra, Oommen and Goda",7276.45,Payment for Professional Charges - Inv #190,0,0,0,1,0
2024-03-08,Bains Ltd,68567.08,Payment for adjustment expense,1,0,1,1,1
2025-06-16,"Ramaswamy, Garg and Kannan",25000.0,Payment for Staff Salary - Inv #471,0,1,1,1,0
2025-03-25,"Menon, Nadig and Savant",52920.24,Petty cash reimbursement,0,0,1,1,1
2024-05-29,"Chadha, Chana and Peri",5000.0,Payment for Electricity Bill Payment - Inv #791,0,1,0,1,0
2025-05-27,"Ghose, Mohanty and Master",50000.0,Payment for Professional Charges - Inv #959,0,1,0,1,0
2026-01-09,Boase Inc,27054.0,Payment for Stationery Purchase - Inv #596,0,0,0,1,0
2026-02-12,"Rama, Chacko and Sant",10000.0,Payment for Monthly Office Rent - Inv #321,0,1,0,1,0
2024-05-17,Bassi-Saraf,25000.0,Payment for Stationery Purchase - Inv #695,0,1,0,1,0
2025-05-02,Majumdar PLC,5000.0,Payment for Stationery Purchase - Inv #839,0,1,0,1,0
2025-03-28,Kulkarni Group,3284.3,Payment for Stationery Purchase - Inv #353,0,0,1,1,0
2025-07-31,"Yohannan, Goswami and Bawa",2843.48,Payment for Professional Charges - Inv #350,0,0,0,1,0
2024-12-11,Mahal Inc,48693.99,Payment for Stationery Purchase - Inv #133,0,0,1,1,0
2025-02-11,Sachar-Prasad,50000.0,Payment for Electricity Bill Payment - Inv #571,0,1,0,1,0
2024-08-04,"Bhandari, Golla and Krish",24452.32,Payment for Staff Salary - Inv #309,0,0,0,1,0
2024-08-26,Munshi Ltd,23157.38,Payment for personal expense,1,0,0,1,1
2025-05-08,"Khare, Majumdar and Shankar",29184.04,Petty cash reimbursement,0,0,0,1,1
2024-07-31,Sura-Sule,76088.6,Payment for Stationery Purchase - Inv #966,0,0,0,1,0
2024-08-29,Choudhary-Kale,13564.12,Petty cash reimbursement,0,0,0,1,1
2026-01-16,Swamy-Chopra,37330.43,Payment for Professional Charges - Inv #895,0,0,0,1,0
2024-05-30,Uppal-Bhalla,44278.29,Payment for Internet Charges - Inv #743,0,0,0,1,0
2025-03-14,"Bora, Majumdar and Chadha",51471.25,Payment for Monthly Office Rent - Inv #590,0,0,1,1,0
2025-02-20,Wason-Chaudhary,53490.26,Petty cash reimbursement,0,0,0,1,1
2025-04-21,Sane LLC,26971.41,Payment for Professional Charges - Inv #336,0,0,0,1,0
2024-08-26,"Thakkar, Barman and Samra",25000.0,Internet Charges,1,1,0,1,0
2025-12-27,"Thaman, Nadkarni and Tripathi",42998.94,Payment for urgent expense,1,0,1,1,1
2026-02-22,Puri-Pau,47064.41,Payment for Electricity Bill Payment - Inv #330,0,0,0,1,0
2024-08-01,Kakar-Sane,25000.0,Payment for Monthly Office Rent - Inv #655,0,1,0,1,0
2025-07-18,Bajwa-Char,27121.9,Payment for Stationery Purchase - Inv #936,0,0,0,1,0
2025-11-18,Gupta LLC,36045.21,Payment for Staff Salary - Inv #901,0,0,0,1,0
2025-03-18,"Kapur, Sampath and Parikh",15000.0,Payment for Stationery Purchase - Inv #583,0,1,1,1,0
2025-07-10,Kapadia-Murthy,30377.81,Payment for Monthly Office Rent - Inv #903,0,0,0,1,0
2024-09-01,"Sarma, Sunder and Bhargava",27613.12,Payment for Professional Charges - Inv #425,0,0,1,1,0
2025-09-04,"Hayer, Bera and Hayer",5000.0,Payment for Professional Charges - Inv #598,0,1,1,1,0
2026-02-01,"Wason, Dhillon and Gopal",70810.65,Petty cash reimbursement,0,0,0,1,1
2024-06-15,"Butala, Chahal and Ravel",7972.03,Payment for Electricity Bill Payment - Inv #898,0,0,1,1,0
2026-02-15,"Shanker, Chacko and Dugal",60803.45,Payment for Electricity Bill Payment - Inv #956,0,0,0,1,0
2025-08-22,Goyal-Parmer,15000.0,Petty cash reimbursement,0,1,0,1,1
2024-05-12,"Bath, Mannan and Chawla",50000.0,Payment for Electricity Bill Payment - Inv #268,0,1,0,1,0
2025-05-19,"Mohan, Pillai and Sehgal",25000.0,Payment for Monthly Office Rent - Inv #218,0,1,0,1,0
2025-10-19,Nair-Bakshi,10000.0,Electricity Bill Payment,1,1,0,1,0
2024-12-27,Bhattacharyya PLC,28083.42,Payment for Electricity Bill Payment - Inv #669,0,0,1,1,0
2025-08-25,Chowdhury LLC,14663.12,Payment for Staff Salary - Inv #420,0,0,0,1,0
2024-08-11,Sandal-Bandi,69874.13,Payment for Professional Charges - Inv #645,0,0,0,1,0
2024-04-02,Shan-Bora,5000.0,Payment for Monthly Office Rent - Inv #380,0,1,0,1,0
2024-03-26,Batta-Devan,5000.0,Payment for Stationery Purchase - Inv #102,0,1,1,1,0
2025-12-11,"Sundaram, Arya and Kuruvilla",41088.02,Payment for Staff Salary - Inv #362,0,0,1,1,0
2025-09-21,"Dugal, Kant and Chandran",46047.93,Payment for Professional Charges - Inv #586,0,0,1,1,0
2025-02-13,"Bajaj, Bora and Sha",10708.38,Payment for Electricity Bill Payment - Inv #221,0,0,0,1,0
2024-08-18,Upadhyay-Shah,34779.28,Payment for Stationery Purchase - Inv #919,0,0,0,1,0
2024-04-12,Dutt and Sons,25000.0,Payment for Electricity Bill Payment - Inv #287,0,1,0,1,0
2024-12-08,Majumdar Group,50000.0,Payment for Electricity Bill Payment - Inv #296,0,1,1,1,0
2025-07-22,Bhatnagar-Taneja,46784.45,Payment for Internet Charges - Inv #511,0,0,0,1,0
2025-05-14,Batta Ltd,25000.0,Payment for cash expense,1,1,0,1,1
2025-06-11,Oak-Patla,15000.0,Payment for Electricity Bill Payment - Inv #732,0,1,1,1,0
2024-07-22,Sachdeva PLC,50000.0,Petty cash reimbursement,0,1,0,1,1
2025-05-26,"Panchal, Suri and Mitra",50000.0,Payment for Stationery Purchase - Inv #395,0,1,0,1,0
2024-05-15,Chaudhry-Prabhakar,46778.51,Payment for Professional Charges - Inv #463,1,0,0,1,0
2024-04-18,Kant-Rajagopalan,58410.01,Payment for Staff Salary - Inv #421,0,0,0,1,0
2024-04-03,Morar Inc,15613.6,Payment for Staff Salary - Inv #247,0,0,0,1,0
2025-12-26,Ahluwalia Group,78713.79,Payment for Monthly Office Rent - Inv #664,0,0,1,1,0
2024-03-14,"Toor, Kapur and Srinivas",25000.0,Monthly Office Rent,1,1,1,1,0
2025-09-12,Shere LLC,63033.92,Payment for Electricity Bill Payment - Inv #141,0,0,1,1,0
2025-09-12,Choudhury Ltd,37895.17,Payment for Monthly Office Rent - Inv #636,0,0,1,1,0
2025-07-20,Agate LLC,63100.71,Payment for Professional Charges - Inv #156,0,0,0,1,0
2024-06-28,Varty LLC,38081.4,Petty cash reimbursement,0,0,1,1,1
2026-02-12,Bedi-Loyal,25000.0,Payment for Stationery Purchase - Inv #814,0,1,0,1,0
2025-10-28,Taneja PLC,58933.87,Payment for Internet Charges - Inv #717,0,0,0,1,0
2025-09-02,Pandey-Mukherjee,32993.83,Payment for adjustment expense,1,0,1,1,1
2026-02-02,Chander PLC,15000.0,Payment for Stationery Purchase - Inv #474,0,1,0,1,0
2026-01-18,Sem-Gade,5000.0,Payment for split expense,1,1,0,1,1
2024-07-29,Dugal-Pandey,71227.41,Payment for Internet Charges - Inv #911,0,0,0,1,0
2025-04-20,Dugal-Swamy,28825.9,Payment for Staff Salary - Inv #140,0,0,0,1,0
2024-11-02,"Pant, Toor and Sahota",15000.0,Payment for Monthly Office Rent - Inv #304,0,1,0,1,0
2024-11-17,Ravi and Sons,43812.18,Payment for Professional Charges - Inv #359,0,0,0,1,0
2024-09-05,Seshadri-Bora,5000.0,Payment for Monthly Office Rent - Inv #520,0,1,1,1,0
2026-02-16,Goswami and Sons,25000.0,Payment for Staff Salary - Inv #962,0,1,0,1,0
2024-07-30,Raj-Nori,25953.16,Payment for split expense,1,0,0,1,1
2024-12-07,Patil PLC,29307.49,Payment for Staff Salary - Inv #991,0,0,1,1,0
2025-08-26,Swamy-Sha,10000.0,Payment for Professional Charges - Inv #829,0,1,0,1,0
2025-03-15,Rajagopalan-Ganguly,100000.0,Staff Salary,1,1,1,1,0
2025-11-19,"Goel, Rama and Sahota",24093.89,Payment for Monthly Office Rent - Inv #702,0,0,0,1,0
2025-11-13,Johal Ltd,70137.32,Payment for Electricity Bill Payment - Inv #602,0,0,0,1,0
2025-05-07,"Tiwari, Barman and Acharya",10000.0,Payment for Stationery Purchase - Inv #886,0,1,0,1,0
2024-08-25,Bakshi Ltd,20590.07,Payment for Professional Charges - Inv #876,0,0,0,1,0
2024-06-28,"Mangal, Wagle and Kalita",5000.0,Payment for Electricity Bill Payment - Inv #532,0,1,1,1,0
2024-08-21,"Srinivasan, Nadig and Comar",15000.0,Payment for Internet Charges - Inv #595,0,1,0,1,0
2026-02-13,"Badal, Chokshi and Patla",100000.0,Staff Salary,1,1,0,1,0
2025-11-29,"Chakraborty, Master and Divan",49543.13,Payment for Internet Charges - Inv #852,0,0,0,1,0
2025-02-01,"Din, Mane and Murty",67696.81,Payment for Electricity Bill Payment - Inv #928,0,0,0,1,0
2024-08-11,"Bakshi, Sule and Goswami",30913.76,Payment for Monthly Office Rent - Inv #939,0,0,0,1,0
2025-08-27,"Verma, Kamdar and Pathak",9856.2,Payment for Staff Salary - Inv #907,0,0,0,1,0
2024-08-26,"Saran, Dhaliwal and Setty",15000.0,Payment for Professional Charges - Inv #342,0,1,0,1,0
2024-07-22,"Mane, Aurora and Sur",44824.74,Payment for Stationery Purchase - Inv #901,1,0,0,1,0
2025-09-06,"Pathak, Deep and Muni",78435.78,Payment for Professional Charges - Inv #897,0,0,1,1,0
2024-08-12,Mane-Kar,15847.66,Payment for Monthly Office Rent - Inv #534,0,0,0,1,0
2024-06-06,Khare PLC,26961.94,Payment for personal expense,1,0,1,1,1
2025-08-02,Padmanabhan-Dey,5000.0,Payment for Stationery Purchase - Inv #184,0,1,0,1,0
2026-01-13,Dugar PLC,77456.82,Payment for Professional Charges - Inv #436,0,0,0,1,0
2025-02-10,"Mander, Kohli and Raval",5000.0,Payment for Staff Salary - Inv #246,1,1,0,1,0
2024-03-02,"Balakrishnan, Buch and Chakraborty",59337.7,Payment for Monthly Office Rent - Inv #722,0,0,1,1,0
2024-06-30,Balakrishnan PLC,44532.38,Payment for Professional Charges - Inv #339,0,0,1,1,0
2024-12-27,Boase LLC,47064.19,Payment for Stationery Purchase - Inv #361,0,0,1,1,0
2026-02-17,"Ranganathan, Walla and Savant",19419.91,Payment for Internet Charges - Inv #179,0,0,0,1,0
2025-03-03,Thaker Inc,21490.16,Payment for Monthly Office Rent - Inv #201,0,0,1,1,0
2026-02-05,"Wali, Oak and Nair",28520.93,Payment for Monthly Office Rent - Inv #563,0,0,0,1,0
2025-02-02,Sampath-Vyas,38380.53,Payment for Internet Charges - Inv #282,0,0,0,1,0
2025-07-11,Krishnamurthy LLC,5000.0,Payment for Staff Salary - Inv #137,0,1,0,1,0
2025-08-25,Kadakia-Nadig,75031.13,Payment for Electricity Bill Payment - Inv #657,0,0,0,1,0
2025-01-29,"Khalsa, Ahluwalia and Mukhopadhyay",10000.0,Payment for Stationery Purchase - Inv #880,0,1,0,1,0
2024-06-14,Guha Inc,50000.0,Payment for Internet Charges - Inv #822,0,1,1,1,0
2025-03-20,Ramanathan and Sons,10000.0,Staff Salary,1,1,1,1,0
2025-06-18,Magar Ltd,5000.0,Payment for Stationery Purchase - Inv #354,0,1,1,1,0
