Taxable_Value,Total,is_round_amount,is_weekend,tax_mismatch,keyword_flag,vendor_daily_count,is_structured_split,Is_Fraud
38957.56,38957.56,0,0,0,0,1,0,0
23731.32,26579.0784,0,0,0,0,1,0,0
20844.39,21886.6095,0,1,0,0,2,1,0
38634.38,49452.0064,0,0,0,0,1,0,0
25000.0,29500.0,0,0,0,1,2,1,1
25000.0,29500.0,0,0,0,1,2,1,1
18995.1,19944.855,0,0,0,0,1,0,0
15562.3,15562.3,0,0,0,0,2,1,0
25931.62,25931.62,0,0,0,0,1,0,0
17187.02,20280.6836,0,0,0,0,1,0,0
9202.32,9202.32,0,0,0,0,1,0,0
13313.69,17041.5232,0,0,0,0,1,0,0
24513.79,28926.2722,0,0,0,0,1,0,0
35027.97,41333.0046,0,0,0,0,1,0,0
20132.4,21139.020000000004,0,0,0,0,1,0,0
5319.83,5319.83,0,0,0,0,2,0,0
35701.57,42127.852600000006,0,1,0,0,3,0,0
14422.03,15143.1315,0,1,0,0,2,1,0
19114.74,21408.508800000003,0,0,0,0,2,1,0
2409.06,2409.06,0,0,0,0,1,0,0
31751.2,31751.2,0,0,0,0,1,0,0
50000.0,59000.0,1,0,1,0,1,0,1
22579.45,23708.4225,0,1,0,0,1,0,0
4597.18,4597.18,0,0,0,0,2,1,0
27393.72,35063.9616,0,0,0,0,1,0,0
31317.05,32882.9025,0,1,0,0,1,0,0
19287.6,21602.112,0,0,0,0,1,0,0
34140.34,34140.34,0,0,0,0,1,0,0
23072.27,29532.5056,0,1,0,0,1,0,0
35903.51,45956.49280000001,0,0,0,0,1,0,0
36072.26,37875.873,0,1,0,0,1,0,0
27479.61,35173.9008,0,0,0,0,1,0,0
30308.3,38794.624,0,0,0,0,1,0,0
35259.46,41606.1628,0,1,0,0,1,0,0
50000.0,59000.0,1,0,0,0,1,0,1
38787.5,38787.5,0,0,0,0,1,0,0
7074.73,7074.73,0,0,0,0,1,0,0
22052.05,26021.419,0,0,0,0,1,0,0
37959.3,42514.416000000005,0,0,0,0,1,0,0
24793.49,26033.164500000003,0,0,0,0,1,0,0
37227.97,37227.97,0,0,0,0,1,0,0
36378.37,40743.7744,0,0,0,0,2,0,0
50000.0,59000.0,1,1,1,0,2,0,1
24075.9,28409.562,0,0,0,0,1,0,0
32814.22,32814.22,0,0,0,0,2,0,0
21201.65,22261.7325,0,0,0,0,2,1,0
33896.55,35591.3775,0,1,0,0,2,0,0
17650.8,22593.024,0,0,0,0,1,0,0
23908.15,26777.128,0,0,0,0,2,1,0
22544.16,23671.368,0,0,0,0,1,0,0
5101.86,6530.3808,0,0,0,0,1,0,0
15589.31,15589.31,0,1,0,0,2,1,0
32377.58,38205.5444,0,0,0,0,1,0,0
2704.38,3461.6064,0,0,0,0,2,1,0
21668.08,21668.08,0,0,0,0,1,0,0
10338.3,13233.024,0,1,0,0,1,0,0
13753.76,13753.76,0,0,0,0,1,0,0
13039.7,16690.816000000003,0,0,0,0,1,0,0
25746.28,32955.2384,0,0,0,1,1,0,1
15621.56,16402.638,0,0,0,0,1,0,0
2928.62,2928.62,0,0,0,0,1,0,0
30613.05,34286.616,0,1,0,0,2,0,0
14815.77,15556.5585,0,1,0,0,2,1,0
26149.05,29286.936,0,0,0,0,1,0,0
1601.15,1889.357,0,0,0,0,2,0,0
7380.63,8709.1434,0,0,0,0,1,0,0
17619.19,19733.4928,0,1,0,0,1,0,0
27818.3,32825.594,0,0,0,0,1,0,0
26353.94,27671.637,0,0,0,1,2,1,1
28886.62,30330.951,0,0,0,0,1,0,0
11116.86,11672.703,0,0,0,0,1,0,0
37536.11,44292.609800000006,0,0,0,0,2,0,0
35027.33,35027.33,0,1,0,0,1,0,0
36947.83,43598.4394,0,1,0,0,2,0,0
15220.58,15981.609,0,0,0,0,1,0,0
11651.77,13749.0886,0,1,0,0,1,0,0
22826.16,26934.8688,0,0,0,0,3,1,0
15920.07,17830.4784,0,1,0,0,2,1,0
12244.43,12244.43,0,0,0,0,1,0,0
31960.78,37713.72039999999,0,0,0,0,1,0,0
8304.25,9799.015,0,0,0,0,1,0,0
2429.76,2429.76,0,0,0,0,1,0,0
29537.11,37807.5008,0,0,0,0,2,0,0
27973.87,27973.87,0,1,0,0,1,0,0
32136.47,41134.6816,0,0,0,0,1,0,0
26585.7,26585.7,0,0,0,0,1,0,0
11184.43,11743.6515,0,1,0,0,2,0,0
2262.44,2533.9328,0,1,0,1,1,0,1
30616.73,39189.4144,0,0,0,0,1,0,0
2089.07,2465.1026,0,0,0,0,1,0,0
17436.66,22318.9248,0,0,0,1,1,0,1
39121.43,43816.0016,0,0,0,0,1,0,0
29789.18,35151.2324,0,0,0,0,1,0,0
7212.43,8510.6674,0,0,0,0,1,0,0
25393.91,26663.6055,0,0,0,0,1,0,0
2779.68,3557.9904,0,0,0,0,1,0,0
27904.48,35717.7344,0,0,0,0,1,0,0
28373.29,29791.9545,0,0,0,0,2,1,0
15259.39,15259.39,0,1,0,0,1,0,0
7740.7,9908.096,0,0,0,0,1,0,0
22017.87,22017.87,0,0,0,0,2,0,0
9856.54,10349.367,0,1,0,0,1,0,0
37178.34,43870.4412,0,0,0,0,2,0,0
24765.8,29223.644,0,0,0,0,2,1,0
26847.66,30069.3792,0,0,0,0,1,0,0
11935.09,11935.09,0,1,0,0,1,0,0
19877.56,23455.5208,0,0,0,0,1,0,0
39457.2,39457.2,0,1,0,0,1,0,0
25638.36,30253.264800000004,0,1,0,0,1,0,0
11986.87,13425.2944,0,0,0,0,1,0,0
11276.52,13306.2936,0,0,0,0,1,0,0
32991.63,42229.2864,0,0,0,0,1,0,0
25629.82,32806.1696,0,0,0,0,2,0,0
2806.68,2947.014,0,0,0,0,1,0,0
1935.95,1935.95,0,0,0,0,2,0,0
23148.43,27315.1474,0,1,0,0,1,0,0
18650.34,23872.4352,0,0,0,0,1,0,0
3870.61,4335.0832,0,1,0,0,1,0,0
25824.85,25824.85,0,0,0,0,1,0,0
2604.0,3333.12,0,0,0,0,1,0,0
18508.76,23691.2128,0,0,0,0,1,0,0
2161.52,2550.5936,0,0,0,0,1,0,0
3451.61,3865.8032,0,0,0,0,3,1,0
20825.88,20825.88,0,0,0,1,2,1,1
50000.0,59000.0,1,0,0,0,2,0,1
16633.24,21290.5472,0,1,0,0,1,0,0
9422.29,10552.964800000002,0,0,0,0,1,0,0
19390.84,24820.2752,0,0,0,0,1,0,0
35612.61,37393.2405,0,0,0,0,2,0,0
12084.16,13534.2592,0,1,0,0,1,0,0
27635.57,32609.9726,0,0,0,0,1,0,0
22536.57,22536.57,0,0,0,0,1,0,0
8566.34,8566.34,0,1,0,0,1,0,0
35997.46,46076.7488,0,0,0,0,1,0,0
1561.61,1561.61,0,0,0,0,1,0,0
12625.34,16160.4352,0,0,0,0,1,0,0
26063.93,30755.4374,0,0,0,0,1,0,0
36967.95,43622.181,0,0,0,0,1,0,0
7718.94,7718.94,0,1,0,0,1,0,0
20358.83,21376.771500000003,0,0,0,0,1,0,0
37004.34,47365.5552,0,0,0,0,1,0,0
24426.79,24426.79,0,0,0,0,1,0,0
25860.68,27153.714,0,0,0,0,3,1,0
33255.96,33255.96,0,0,0,0,1,0,0
7491.77,8840.2886,0,0,0,0,1,0,0
31025.13,32576.386500000004,0,0,0,0,2,0,0
3728.3,4399.394,0,1,0,0,1,0,0
1497.64,1572.5220000000002,0,0,0,0,1,0,0
25000.0,29500.0,0,0,0,1,3,1,1
25000.0,29500.0,0,0,0,1,3,1,1
36415.61,40785.4832,0,0,0,0,3,0,0
24404.42,31237.6576,0,1,0,0,2,0,0
2784.49,2923.7145,0,0,0,0,3,1,0
2251.65,2882.112,0,1,0,1,1,0,1
5604.26,5604.26,0,1,0,0,1,0,0
39514.82,41490.561,0,0,0,0,1,0,0
21226.41,21226.41,0,0,0,0,1,0,0
25668.24,32855.347200000004,0,0,0,0,1,0,0
29211.59,29211.59,0,0,0,0,1,0,0
8514.57,8514.57,0,0,0,0,1,0,0
28715.91,30151.7055,0,0,0,0,2,0,0
11427.58,12798.8896,0,0,0,0,1,0,0
12897.8,13542.69,0,0,0,0,1,0,0
39152.03,50114.5984,0,0,0,0,1,0,0
29588.71,29588.71,0,1,0,0,1,0,0
50000.0,59000.0,1,1,0,0,1,0,1
13841.14,13841.14,0,0,0,1,2,1,1
38705.35,45672.313,0,0,0,0,2,0,0
6413.91,6734.6055,0,0,0,0,1,0,0
39338.49,50353.2672,0,0,0,0,1,0,0
14862.08,19023.4624,0,0,0,0,1,0,0
31678.81,31678.81,0,0,0,0,1,0,0
28869.13,28869.13,0,0,0,0,2,1,0
19657.97,25162.2016,0,0,0,0,2,1,0
25000.0,29500.0,0,1,0,1,2,1,1
25000.0,29500.0,0,1,0,1,2,1,1
7953.99,8351.6895,0,0,0,0,1,0,0
23498.39,30077.9392,0,0,0,0,1,0,0
16843.24,17685.402,0,0,0,0,1,0,0
15656.84,18475.0712,0,0,0,0,1,0,0
5618.56,7191.756800000001,0,0,0,0,1,0,0
30692.89,32227.5345,0,0,0,0,1,0,0
39283.05,43997.016,0,1,0,0,1,0,0
11903.37,14045.9766,0,0,0,0,1,0,0
50000.0,59000.0,1,0,1,0,1,0,1
17748.66,17748.66,0,1,0,0,1,0,0
20355.07,24018.9826,0,1,0,0,1,0,0
25000.0,29500.0,0,1,0,1,2,1,1
25000.0,29500.0,0,1,0,1,2,1,1
28692.28,30126.894,0,0,0,0,1,0,0
50000.0,59000.0,1,0,1,0,3,0,1
20296.21,23949.5278,0,1,0,0,1,0,0
11804.63,13221.1856,0,0,0,0,1,0,0
8484.46,8908.682999999997,0,0,0,0,1,0,0
37674.98,37674.98,0,0,0,0,1,0,0
20577.39,26339.059200000003,0,1,0,0,1,0,0
3831.45,4904.255999999999,0,0,0,0,1,0,0
32547.84,34175.232,0,0,0,0,1,0,0
9165.9,9165.9,0,0,0,0,1,0,0
35333.68,45227.110400000005,0,0,0,0,1,0,0
6069.33,6797.649600000001,0,0,0,0,1,0,0
26000.05,33280.064,0,1,0,0,1,0,0
23288.37,29809.1136,0,0,0,0,1,0,0
7693.67,7693.67,0,0,0,0,1,0,0
32081.27,37855.8986,0,0,0,0,1,0,0
15609.87,18419.6466,0,0,0,0,2,0,0
20094.69,25721.2032,0,0,0,0,1,0,0
39911.94,44701.3728,0,1,0,0,1,0,0
31627.32,37320.2376,0,0,0,0,2,0,0
29488.41,29488.41,0,0,0,0,1,0,0
4970.5,5566.959999999999,0,0,0,0,1,0,0
32079.33,32079.33,0,0,0,0,1,0,0
15280.39,18030.8602,0,0,0,0,1,0,0
16477.98,17301.878999999997,0,1,0,0,1,0,0
34629.98,44326.37440000001,0,0,0,0,1,0,0
26295.97,27610.7685,0,0,0,0,1,0,0
20750.31,23240.3472,0,0,0,0,2,1,0
15027.59,19235.3152,0,0,0,0,1,0,0
22593.58,22593.58,0,0,0,1,2,1,1
16273.94,20830.6432,0,0,0,0,1,0,0
33489.0,35163.45,0,1,0,0,1,0,0
30593.0,39159.04000000001,0,0,0,0,1,0,0
26795.53,31618.7254,0,1,0,0,1,0,0
38335.31,38335.31,0,0,0,0,2,0,0
11713.39,12299.0595,0,0,0,0,2,1,0
11443.79,12817.0448,0,0,0,1,1,0,1
27573.22,35293.721600000004,0,0,0,0,2,0,0
6478.43,8292.3904,0,1,0,0,1,0,0
5258.77,5258.77,0,0,0,0,1,0,0
35204.3,39428.816000000006,0,1,0,0,1,0,0
20883.78,24642.8604,0,0,0,0,1,0,0
23384.29,24553.504500000003,0,0,0,0,1,0,0
35068.67,39276.9104,0,0,0,0,1,0,0
24708.11,27673.0832,0,0,0,0,1,0,0
16178.5,16178.5,0,1,0,0,1,0,0
17278.52,18142.446,0,1,0,0,1,0,0
23256.06,27442.150800000003,0,1,0,0,1,0,0
20772.96,20772.96,0,0,0,0,1,0,0
18470.61,20687.0832,0,1,0,0,1,0,0
14513.76,18577.612800000003,0,0,0,0,1,0,0
29922.61,33513.3232,0,1,0,0,2,0,0
29482.34,33020.2208,0,1,0,0,1,0,0
18927.74,21199.068800000005,0,0,0,0,2,1,0
14362.33,14362.33,0,0,0,0,2,1,0
2813.18,3319.5524,0,0,0,0,1,0,0
22203.05,22203.05,0,1,0,0,1,0,0
37051.46,43720.7228,0,0,0,0,1,0,0
27600.59,32568.6962,0,0,0,0,1,0,0
7137.94,7137.94,0,0,0,0,3,1,0
16249.63,20799.5264,0,1,0,0,1,0,0
36628.47,41023.8864,0,0,0,0,2,0,0
21189.05,27121.984,0,1,0,0,1,0,0
24692.52,24692.52,0,0,0,0,1,0,0
5224.46,6164.8628,0,1,0,0,1,0,0
1853.06,2075.4272,0,0,0,0,1,0,0
11363.33,13408.729399999998,0,0,0,0,1,0,0
25067.01,28075.0512,0,0,0,0,1,0,0
1366.17,1434.4785000000002,0,0,0,0,1,0,0
15407.9,16178.295,0,0,0,0,1,0,0
11336.58,11903.409,0,0,0,0,1,0,0
25731.75,25731.75,0,0,0,0,2,1,0
35743.03,35743.03,0,0,0,0,1,0,0
8712.5,9758.0,0,0,0,0,1,0,0
11041.42,12366.390399999998,0,0,0,0,1,0,0
14358.62,15076.551,0,1,0,0,1,0,0
36491.77,43060.2886,0,0,0,0,1,0,0
13076.81,16738.3168,0,0,0,0,1,0,0
20511.79,22973.2048,0,0,0,0,1,0,0
30778.36,30778.36,0,1,0,0,1,0,0
10846.36,13883.340800000002,0,0,0,0,1,0,0
20482.05,26217.024,0,0,0,0,1,0,0
9670.9,9670.9,0,1,0,0,1,0,0
30033.74,38443.1872,0,1,0,0,2,0,0
35353.62,39596.0544,0,0,0,0,2,0,0
36507.92,38333.31599999999,0,0,0,0,1,0,0
12233.9,12233.9,0,0,0,0,1,0,0
5902.12,6964.5016,0,0,0,0,1,0,0
4400.96,4621.008,0,0,0,0,1,0,0
5743.2,5743.2,0,0,0,0,1,0,0
32889.32,38809.3976,0,1,0,0,1,0,0
38104.16,40009.368,0,1,0,0,1,0,0
1866.94,2090.9728,0,0,0,0,1,0,0
4687.83,5250.3696,0,0,0,0,1,0,0
19385.01,20354.2605,0,0,0,0,2,1,0
5527.13,5527.13,0,1,0,0,3,0,0
3728.6,3915.03,0,1,0,0,1,0,0
25339.7,28380.464,0,1,0,0,1,0,0
11351.34,12713.5008,0,0,0,0,1,0,0
26665.69,31465.5142,0,0,0,0,1,0,0
37059.36,41506.4832,0,0,0,0,1,0,0
33276.95,42594.496,0,1,0,0,1,0,0
24185.06,24185.06,0,1,0,0,1,0,0
29493.32,29493.32,0,0,0,0,1,0,0
5308.97,5574.418500000001,0,1,0,0,1,0,0
4955.51,5847.5018,0,0,0,0,3,0,0
39311.41,41276.980500000005,0,0,0,0,1,0,0
12195.15,15609.792,0,1,0,0,1,0,0
36658.96,41058.0352,0,1,0,0,1,0,0
7417.39,8307.4768,0,0,0,0,1,0,0
33237.05,34898.9025,0,1,0,0,1,0,0
3043.36,3043.36,0,1,0,0,2,0,0
2261.87,2669.0066,0,1,0,0,1,0,0
9003.9,10624.602,0,1,0,0,1,0,0
24108.66,24108.66,0,1,0,0,1,0,0
24230.02,27137.6224,0,0,0,0,1,0,0
15743.86,17633.1232,0,0,0,0,1,0,0
2357.13,2357.13,0,0,0,0,2,0,0
12572.76,14081.4912,0,0,0,0,1,0,0
26190.59,27500.1195,0,0,0,0,1,0,0
21244.25,21244.25,0,0,0,0,1,0,0
25000.0,29500.0,0,0,0,1,2,1,1
25000.0,29500.0,0,0,0,1,2,1,1
19514.59,24978.6752,0,0,0,0,3,1,0
33333.81,37333.8672,0,0,0,0,1,0,0
8856.19,8856.19,0,0,0,0,2,0,0
7273.95,9310.656,0,1,0,0,1,0,0
19657.44,19657.44,0,0,0,0,1,0,0
13325.05,13991.302499999998,0,0,0,0,1,0,0
21832.67,22924.3035,0,1,0,0,1,0,0
5427.08,5427.08,0,0,0,0,1,0,0
22455.04,23577.792,0,1,0,0,1,0,0
29773.34,33346.1408,0,1,0,0,1,0,0
6159.4,6159.4,0,0,0,0,1,0,0
13230.29,13230.29,0,1,0,0,1,0,0
15036.38,17742.928399999997,0,0,0,0,1,0,0
11924.31,15263.1168,0,1,0,0,1,0,0
19595.45,21946.904,0,1,0,0,2,1,0
23737.57,23737.57,0,0,0,0,1,0,0
24594.64,25824.372,0,0,0,0,1,0,0
10791.18,12086.1216,0,0,0,0,1,0,0
37334.82,37334.82,0,1,0,0,2,0,0
3720.57,4762.3296,0,1,0,0,2,1,0
30628.72,30628.72,0,0,0,0,1,0,0
5071.63,6491.6864,0,1,0,0,1,0,0
38789.58,43444.329600000005,0,1,0,0,2,0,0
38071.08,42639.6096,0,0,0,0,1,0,0
1187.91,1330.4592,0,0,0,0,1,0,0
1032.63,1218.5034,0,0,0,0,1,0,0
26633.71,29829.7552,0,0,0,0,1,0,0
10357.68,11600.601600000002,0,0,0,0,1,0,0
9814.37,9814.37,0,0,0,0,2,0,0
12928.15,12928.15,0,1,0,0,1,0,0
30638.55,34315.176,0,1,0,0,1,0,0
11589.24,11589.24,0,0,0,0,1,0,0
17659.13,20837.7734,0,0,0,0,1,0,0
38033.94,44880.04920000001,0,0,0,0,1,0,0
33648.37,39705.0766,0,0,0,0,1,0,0
32210.79,41229.8112,0,1,0,0,2,0,0
26054.66,29181.2192,0,1,0,0,1,0,0
31265.61,36893.4198,0,0,0,0,1,0,0
38617.69,40548.5745,0,0,0,0,1,0,0
15558.55,15558.55,0,0,0,0,1,0,0
23237.55,29744.064,0,1,0,0,1,0,0
33388.76,42737.6128,0,0,0,0,2,0,0
12541.78,13168.869,0,0,0,0,1,0,0
27855.8,29248.59,0,0,0,0,1,0,0
10207.63,13065.7664,0,0,0,0,2,1,0
25031.41,32040.2048,0,0,0,0,1,0,0
16751.97,21442.5216,0,0,0,0,1,0,0
38311.56,45207.6408,0,0,0,0,1,0,0
25000.0,29500.0,0,0,0,1,2,1,1
25000.0,29500.0,0,0,0,1,2,1,1
23227.45,27408.391,0,0,0,0,1,0,0
35089.31,41405.3858,0,0,0,0,1,0,0
12414.12,12414.12,0,0,0,0,1,0,0
31866.96,40789.7088,0,1,0,0,1,0,0
22847.07,29244.2496,0,1,0,0,2,1,0
14021.57,16545.4526,0,0,0,0,1,0,0
34831.15,44583.872,0,0,0,0,1,0,0
7180.43,8042.081599999999,0,1,0,0,2,0,0
27669.56,30989.9072,0,1,0,0,1,0,0
38876.37,40820.1885,0,1,0,0,1,0,0
25000.0,29500.0,0,0,0,1,2,1,1
25000.0,29500.0,0,0,0,1,2,1,1
33507.11,33507.11,0,0,0,0,2,0,0
11729.5,13137.04,0,1,0,0,1,0,0
23873.86,23873.86,0,0,0,0,1,0,0
24998.67,31998.2976,0,1,0,0,1,0,0
50000.0,59000.0,1,0,1,0,1,0,1
3845.6,4922.368,0,0,0,0,1,0,0
28134.33,33198.5094,0,0,0,0,2,0,0
37103.34,41555.7408,0,0,0,0,1,0,0
15912.16,18776.3488,0,0,0,0,2,1,0
2680.42,2680.42,0,1,0,0,1,0,0
20676.04,21709.842000000004,0,1,0,0,1,0,0
30833.74,30833.74,0,0,0,0,1,0,0
10203.66,12040.3188,0,1,0,0,1,0,0
1005.53,1055.8065,0,1,0,0,1,0,0
36190.14,37999.647,0,1,0,0,1,0,0
18885.05,24172.864,0,1,0,0,1,0,0
32028.99,35872.4688,0,0,0,0,3,0,0
22817.58,22817.58,0,1,0,0,1,0,0
5834.1,6534.192,0,0,0,0,1,0,0
50000.0,59000.0,1,0,1,0,1,0,1
24274.89,28644.3702,0,0,0,0,1,0,0
2112.16,2112.16,0,1,0,0,1,0,0
25489.11,25489.11,0,0,0,0,1,0,0
12935.4,14487.648,0,1,0,0,1,0,0
8428.23,10788.1344,0,0,0,0,1,0,0
25993.32,25993.32,0,0,0,0,1,0,0
19840.44,22221.2928,0,0,0,0,2,1,0
12416.61,12416.61,0,1,0,0,2,1,0
26312.84,26312.84,0,0,0,0,2,1,0
30923.54,32469.717,0,1,0,0,1,0,0
6518.17,6844.0785,0,0,0,0,1,0,0
38288.08,40202.484,0,1,0,0,2,0,0
30024.02,31525.221,0,1,0,0,2,0,0
29571.97,31050.5685,0,0,0,0,1,0,0
26422.18,29592.8416,0,0,0,0,1,0,0
31982.2,31982.2,0,0,0,0,1,0,0
8974.44,10051.3728,0,1,0,0,2,1,0
9662.14,10821.5968,0,0,0,0,1,0,0
8549.71,8549.71,0,0,0,0,1,0,0
32014.63,40978.7264,0,0,0,0,1,0,0
12115.45,12115.45,0,1,0,0,1,0,0
15700.08,18526.0944,0,0,0,0,2,1,0
39412.55,44142.056,0,0,0,0,1,0,0
29150.34,30607.857,0,0,0,0,1,0,0
25000.0,29500.0,0,0,0,1,2,1,1
25000.0,29500.0,0,0,0,1,2,1,1
23814.64,30482.7392,0,0,0,0,1,0,0
30781.43,32320.5015,0,0,0,0,1,0,0
10921.77,12887.6886,0,0,0,0,1,0,0
9498.8,10638.656,0,0,0,0,1,0,0
8059.61,10316.3008,0,1,0,0,1,0,0
2923.5,3742.08,0,0,0,0,1,0,0
35760.84,42197.79119999999,0,1,0,0,1,0,0
35945.59,46010.35519999999,0,0,0,0,1,0,0
4437.68,4970.2016,0,0,0,0,2,1,0
29688.28,35032.170399999995,0,0,0,0,2,0,0
18850.06,19792.563,0,1,0,0,3,1,0
13717.08,15363.1296,0,1,0,0,2,1,0
20753.99,23244.4688,0,0,0,0,2,1,0
17197.9,22013.312,0,0,0,0,2,1,0
25375.24,28420.2688,0,0,0,0,1,0,0
31474.91,31474.91,0,0,0,0,1,0,0
19068.28,24407.3984,0,0,0,0,2,1,0
8844.06,9905.347199999998,0,0,0,0,1,0,0
6452.02,7226.2624,0,0,0,0,1,0,0
25616.81,25616.81,0,0,0,0,1,0,0
7459.77,8802.528600000001,0,0,0,0,1,0,0
4062.06,4793.2308,0,0,0,0,2,0,0
25000.0,29500.0,0,1,0,1,2,1,1
25000.0,29500.0,0,1,0,1,2,1,1
29190.14,32692.9568,0,0,0,0,1,0,0
11084.2,14187.776000000002,0,1,0,0,1,0,0
5259.64,6206.3752,0,0,0,0,2,0,0
3643.34,4299.1412,0,0,0,0,1,0,0
37056.45,38909.2725,0,1,0,0,2,0,0
23856.0,28150.08,0,0,0,0,1,0,0
38042.18,44889.7724,0,0,0,0,2,0,0
24889.44,26133.912,0,0,0,0,1,0,0
2319.48,2435.454,0,0,0,0,1,0,0
5784.99,5784.99,0,0,0,0,1,0,0
13750.3,15400.336,0,0,0,0,2,0,0
9998.82,10498.761,0,0,0,0,1,0,0
26274.95,26274.95,0,0,0,0,1,0,0
21417.49,23987.5888,0,0,0,0,1,0,0
32734.6,41900.288,0,0,0,0,1,0,0
10948.07,14013.5296,0,1,0,0,1,0,0
3779.93,4838.310399999999,0,1,0,0,1,0,0
17654.13,19772.625600000003,0,1,0,0,1,0,0
21828.18,22919.589,0,0,0,0,2,1,0
5905.97,6201.2685,0,1,0,0,2,0,0
27654.19,32631.9442,0,1,0,0,1,0,0
23872.58,25066.209000000003,0,1,0,0,1,0,0
15938.52,18807.4536,0,0,0,0,1,0,0
19565.49,25043.827200000003,0,0,0,0,1,0,0
6073.05,7166.1990000000005,0,0,0,0,1,0,0
16969.22,16969.22,0,0,0,0,1,0,0
32362.75,33980.8875,0,0,0,0,1,0,0
28964.94,34178.6292,0,0,0,0,2,0,0
32683.46,32683.46,0,1,0,0,2,0,0
18603.37,23812.3136,0,0,0,0,1,0,0
19077.18,24418.7904,0,0,0,0,1,0,0
10470.08,12354.694399999998,0,0,0,0,1,0,0
31962.91,37716.2338,0,0,0,0,1,0,0
6447.27,7220.942400000001,0,0,0,0,1,0,0
18185.59,23277.555200000003,0,0,0,0,1,0,0
21938.93,23035.8765,0,1,0,0,3,1,0
23081.99,29544.9472,0,1,0,0,2,1,0
16065.86,16869.153,0,0,0,0,1,0,0
9819.81,11587.3758,0,0,0,0,1,0,0
18384.47,20590.606400000004,0,1,0,0,1,0,0
30362.52,35827.7736,0,1,0,0,1,0,0
5928.2,5928.2,0,1,0,0,1,0,0
17990.82,21229.1676,0,0,0,0,1,0,0
22980.68,25738.3616,0,0,0,0,2,1,0
4278.46,4278.46,0,0,0,0,1,0,0
24177.1,28528.978,0,0,0,0,2,1,0
35166.39,35166.39,0,0,0,0,2,0,0
8288.18,10608.8704,0,1,0,0,1,0,0
37260.36,43967.2248,0,0,0,0,1,0,0
30293.53,30293.53,0,1,0,0,1,0,0
10554.12,10554.12,0,0,0,0,2,0,0
7774.4,8707.328,0,0,0,0,1,0,0
1690.77,1893.6624,0,1,0,0,1,0,0
4552.49,4780.1145,0,0,0,0,1,0,0
6101.45,6833.624,0,1,0,0,1,0,0
35938.98,40251.657600000006,0,0,0,0,1,0,0
28530.46,33665.9428,0,0,0,0,1,0,0
30516.03,36008.9154,0,1,0,0,2,0,0
34437.82,34437.82,0,0,0,0,1,0,0
37200.69,41664.772800000006,0,0,0,0,1,0,0
25285.29,29836.6422,0,0,0,0,1,0,0
39802.55,50947.26400000001,0,0,0,0,1,0,0
21504.46,25375.2628,0,0,0,0,2,0,0
25471.5,28528.08,0,0,0,0,2,1,0
25380.62,25380.62,0,1,0,1,1,0,1
24002.25,28322.655,0,1,0,0,1,0,0
37201.59,47618.0352,0,0,0,0,2,0,0
5898.38,5898.38,0,0,0,0,1,0,0
25000.0,29500.0,0,0,0,1,2,1,1
25000.0,29500.0,0,0,0,1,2,1,1
9849.35,10341.8175,0,0,0,0,2,0,0
37342.51,44064.1618,0,0,0,0,1,0,0
34642.64,36374.772,0,0,0,0,1,0,0
34316.86,36032.703,0,0,0,0,1,0,0
30337.89,33978.4368,0,0,0,0,2,0,0
10157.45,10157.45,0,0,0,0,1,0,0
3653.54,4311.1772,0,0,0,0,2,0,0
17203.89,19268.3568,0,1,0,0,1,0,0
50000.0,59000.0,1,1,1,0,1,0,1
1852.18,1944.789,0,0,0,0,2,1,0
27147.02,32033.483600000003,0,0,0,0,1,0,0
25000.0,29500.0,0,1,0,1,2,1,1
25000.0,29500.0,0,1,0,1,2,1,1
15038.12,15790.026000000002,0,0,0,0,1,0,0
19434.8,22933.064,0,0,0,0,1,0,0
30536.81,32063.650500000003,0,0,0,0,1,0,0
4424.9,5221.382,0,0,0,0,1,0,0
35640.15,39916.968,0,0,0,0,1,0,0
5051.84,6466.3552,0,0,0,0,1,0,0
34426.95,38558.184,0,1,0,0,2,0,0
26098.71,29230.555199999995,0,0,0,0,1,0,0
12622.91,16157.3248,0,1,0,0,2,1,0
22161.94,26151.0892,0,0,0,0,1,0,0
22881.56,22881.56,0,0,0,0,2,1,0
1305.12,1540.0416,0,0,0,0,1,0,0
13412.97,17168.601599999998,0,0,0,0,2,0,0
2903.12,3048.276,0,0,0,0,1,0,0
30458.51,35941.0418,0,0,0,0,1,0,0
36890.57,43530.8726,0,0,0,1,2,0,1
38076.23,48737.574400000005,0,0,0,0,2,0,0
8068.63,9036.8656,0,0,0,0,1,0,0
27493.75,27493.75,0,0,0,0,1,0,0
24787.42,27761.9104,0,0,0,0,1,0,0
22249.8,24919.776,0,0,0,0,1,0,0
12210.09,14407.9062,0,1,0,0,1,0,0
50000.0,59000.0,1,1,0,0,1,0,1
27011.88,34575.2064,0,0,0,0,1,0,0
8663.49,8663.49,0,0,0,0,1,0,0
22524.77,25227.7424,0,0,0,0,1,0,0
31990.93,31990.93,0,0,0,0,1,0,0
25615.78,26896.569,0,1,0,0,1,0,0
13884.99,13884.99,0,0,0,0,1,0,0
30093.24,30093.24,0,0,0,0,2,0,0
6381.92,6701.016,0,1,0,0,2,1,0
26604.25,31393.015,0,0,0,0,1,0,0
10077.53,11891.4854,0,1,0,0,2,0,0
25000.0,29500.0,0,1,0,1,3,1,1
25000.0,29500.0,0,1,0,1,3,1,1
